Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification
CAE,CAE Inc,19.97,5349298857.71,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cae,midcap
CZR,Caesars Entertainment Corporation,10.35,7177816038.6,,2012.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr,midcap
CSQ,Calamos Strategic Total Return Fund,13.37,2065852180.0,,2004.0,,,https://www.nasdaq.com/symbol/csq,midcap
ELY,Callaway Golf Company,23.08,2179673745.96,,1992.0,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ely,midcap
CPE,Callon Petroleum Company,11.35,2582896073.6,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpe,midcap
CALM,"Cal-Maine Foods, Inc.",50.1,2436389102.1,,1996.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm,midcap
CBM,Cambrex Corporation,64.45,2143494599.2,,1987.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbm,midcap
CPT,Camden Property Trust,94.49,8769058558.59,,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cpt,midcap
CCJ,Cameco Corporation,10.3,4076665139.6,,1996.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ccj,midcap
GOOS,Canada Goose Holdings Inc.,56.5,2718220367.5,,2017.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/goos,midcap
CGC,Canopy Growth Corporation,45.0,9926325810.0,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cgc,midcap
CMD,Cantel Medical Corp.,93.74,3909833062.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cmd,midcap
BXMT,"Capital Trust, Inc.",33.9,4011803664.9,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxmt,midcap
CARG,"CarGurus, Inc.",49.94,5466662373.7,,2017.0,Technology,EDP Services,https://www.nasdaq.com/symbol/carg,midcap
CSL,Carlisle Companies Incorporated,127.53,7618223519.01,,,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/csl,midcap
CRS,Carpenter Technology Corporation,58.36,2758098210.44,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/crs,midcap
CRI,"Carter&#39;s, Inc.",105.13,4885425687.77,,2003.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/cri,midcap
CASY,"Caseys General Stores, Inc.",115.4,4223106275.0,,1983.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy,midcap
CTLT,"Catalent, Inc.",42.14,6104906627.82,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctlt,midcap
CATY,Cathay General Bancorp,42.52,3454992704.16,,,Finance,Major Banks,https://www.nasdaq.com/symbol/caty,midcap
CVCO,"Cavco Industries, Inc.",242.8,2201726667.6,,,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco,midcap
CDK,"CDK Global, Inc.",61.23,7925669735.88,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,midcap
FUN,"Cedar Fair, L.P.",52.38,2956334480.82,,1987.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/fun,midcap
CDEV,"Centennial Resource Development, Inc.",18.8,5190475531.2,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev,midcap
CSFL,CenterState Bank Corporation,30.59,2573734800.84,,,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl,midcap
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,3.64,4923588124.0,,2016.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ebr,midcap
CENT,Central Garden & Pet Company,39.32,2249020720.24,,1993.0,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent,midcap
CENTA,Central Garden & Pet Company,36.22,2071707286.04,,,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa,midcap
CDAY,Ceridian HCM Holding Inc.,37.84,5089139250.8,,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cday,midcap
CRL,"Charles River Laboratories International, Inc.",121.51,5836413886.25,,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/crl,midcap
GTLS,"Chart Industries, Inc.",74.32,2303727808.48,,2006.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls,midcap
CHGG,"Chegg, Inc.",31.37,3574933858.12,,2013.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/chgg,midcap
CHE,Chemed Corp.,320.89,5162920827.31,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/che,midcap
CHFC,Chemical Financial Corporation,57.66,4118026228.56,,,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc,midcap
CC,Chemours Company (The),44.4,7851922395.6,,2015.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cc,midcap
CQH,"Cheniere Energy Partners LP Holdings, LLC",30.76,7127092000.0,,2013.0,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/cqh,midcap
CHK,Chesapeake Energy Corporation,4.57,4169092257.69,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk,midcap
PLCE,"Children&#39;s Place, Inc. (The)",137.85,2293770652.05,,1997.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce,midcap
CIM,Chimera Investment Corporation,18.7,3497020615.0,,2007.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim,midcap
CBPO,"China Biologic Products Holdings, Inc.",84.91,2822716962.94,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo,midcap
CEA,China Eastern Airlines Corporation Ltd.,31.85,9215852059.05,,1997.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea,midcap
ZNH,China Southern Airlines Company Limited,34.77,7015315678.05,,1997.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh,midcap
CHH,"Choice Hotels International, Inc.",76.25,4318312457.5,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/chh,midcap
CHDN,"Churchill Downs, Incorporated",282.7,3834292893.2,,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn,midcap
CIEN,Ciena Corporation,27.71,3957754236.92,,1997.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien,midcap
XEC,Cimarex Energy Co,83.9,8000374608.6,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec,midcap
CMPR,Cimpress N.V,141.0,4354875522.0,,,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr,midcap
CNK,Cinemark Holdings Inc,37.52,4383427044.08,,2007.0,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk,midcap
CRUS,"Cirrus Logic, Inc.",44.03,2686762115.1,,1989.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus,midcap
CISN,Cision Ltd.,17.67,2309708516.85,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn,midcap
CIT,CIT Group Inc (DEL),54.76,6195165051.36,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cit,midcap
CLH,"Clean Harbors, Inc.",67.69,3796658182.52,,,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh,midcap
CLF,Cleveland-Cliffs Inc.,9.88,2943778416.28,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf,midcap
CLDR,"Cloudera, Inc.",14.05,2082207934.65,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr,midcap
CNO,"CNO Financial Group, Inc.",21.77,3582603147.97,,,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno,midcap
CNX,CNX Resources Corporation,15.91,3389771378.79,,1999.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx,midcap
CCOI,"Cogent Communications Holdings, Inc.",53.65,2492187086.75,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,midcap
CGNX,Cognex Corporation,51.68,8890616033.92,,1989.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,midcap
COHR,"Coherent, Inc.",183.4,4456492170.2,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,midcap
CFX,Colfax Corporation,34.0,4043481076.0,,2008.0,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx,midcap
CIGI,Colliers International Group Inc. ,81.15,3073076815.8,,,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,midcap
CLNY,"Colony Capital, Inc.",6.08,2982036441.6,,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny,midcap
CLNC,"Colony Credit Real Estate, Inc.",20.24,2588428751.04,,2018.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc,midcap
COLB,"Columbia Banking System, Inc.",42.35,3103013425.05,,1992.0,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,midcap
CXP,"Columbia Property Trust, Inc.",23.37,2757055347.99,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp,midcap
COLM,Columbia Sportswear Company,90.49,6294701937.96,,1998.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,midcap
FIX,"Comfort Systems USA, Inc.",56.8,2115522191.2,,1997.0,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix,midcap
CBSH,"Commerce Bancshares, Inc.",71.05,7575127192.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,midcap
CBSHP,"Commerce Bancshares, Inc.",25.64,2349659958.56,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,midcap
CMC,Commercial Metals Company,21.92,2564947296.48,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc,midcap
COMM,"CommScope Holding Company, Inc.",30.88,5935603955.52,,2013.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,midcap
CBU,"Community Bank System, Inc.",66.2,3383331395.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu,midcap
CVLT,"Commvault Systems, Inc.",68.2,3119112882.6,,2006.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,midcap
CIG,Comp En De Mn Cemig ADS,1.76,2567404577.76,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig,midcap
CBD,Companhia Brasileira de Distribuicao,19.66,5241940668.74,,1997.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd,midcap
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6.04,4128399608.76,,2002.0,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs,midcap
CCU,"Compania Cervecerias Unidas, S.A.",27.6,5099139633.6,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu,midcap
CMP,"Compass Minerals International, Inc.",63.7,2156308636.3,,2003.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp,midcap
CNDT,Conduent Incorporated,21.66,4574017923.36,,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt,midcap
CNMD,CONMED Corporation,77.82,2187578954.1,,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,midcap
CVG,Convergys Corporation,24.6,2240679093.6,,1998.0,Technology,EDP Services,https://www.nasdaq.com/symbol/cvg,midcap
CPS,Cooper-Standard Holdings Inc.,138.78,2472965645.94,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cps,midcap
CPA,"Copa Holdings, S.A.",82.47,3479849607.33,,2005.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cpa,midcap
CLB,Core Laboratories N.V.,113.95,5038053118.0,,1995.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb,midcap
CXW,"CoreCivic, Inc.",24.98,2961805683.38,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw,midcap
CLGX,"CoreLogic, Inc.",50.64,4098997424.88,,,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx,midcap
COR,CoreSite Realty Corporation,115.58,3982349006.26,,2010.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor,midcap
CSOD,"Cornerstone OnDemand, Inc.",55.84,3281496455.36,,2011.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,midcap
CCT,"Corporate Capital Trust, Inc.",16.47,2044250536.68,,2017.0,,,https://www.nasdaq.com/symbol/cct,midcap
OFC,Corporate Office Properties Trust,30.38,3137143580.62,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc,midcap
COTV,"Cotiviti Holdings, Inc.",44.74,4207258598.84,,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cotv,midcap
COT,Cott Corporation,15.27,2129167960.62,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot,midcap
COTY,Coty Inc.,11.98,8994488423.56,,2013.0,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty,midcap
COUP,Coupa Software Incorporated,71.0,4046961305.0,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,midcap
CUZ,Cousins Properties Incorporated,9.29,3905374652.65,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz,midcap
CVA,Covanta Holding Corporation,17.6,2302439040.0,,,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva,midcap
CPL,CPFL Energia S.A.,10.57,5379679432.61,,2004.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl,midcap
CBRL,"Cracker Barrel Old Country Store, Inc.",151.14,3627905766.54,,1981.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,midcap
CR,Crane Company,90.61,5400197432.5,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr,midcap
CACC,Credit Acceptance Corporation,449.98,8688954057.1,,1992.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,midcap
CREE,"Cree, Inc.",46.69,4751082654.15,,1993.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,midcap
CPG,Crescent Point Energy Corporation,6.5,3570333806.0,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg,midcap
CEQP,Crestwood Equity Partners LP,39.95,2845014001.6,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp,midcap
CRSP,CRISPR Therapeutics AG,48.42,2304155809.62,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,midcap
CCK,"Crown Holdings, Inc.",42.2,5704863759.0,,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck,midcap
CUBE,CubeSmart,30.66,5699254059.66,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube,midcap
CUB,Cubic Corporation,75.7,2063007512.7,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub,midcap
CFR,"Cullen/Frost Bankers, Inc.",112.73,7204324490.32,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr,midcap
CW,Curtiss-Wright Corporation,132.85,5842937359.55,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw,midcap
CWK,Cushman & Wakefield plc,17.65,3678647788.15,,2018.0,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk,midcap
CVBF,CVB Financial Corporation,24.57,3447199501.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,midcap
CVI,CVR Energy Inc.,38.48,3341258804.0,,2007.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi,midcap
CVRR,"CVR Refining, LP",21.85,3225060000.0,,2013.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr,midcap
CYBR,CyberArk Software Ltd.,74.2,2639918986.6,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,midcap
CY,Cypress Semiconductor Corporation,16.78,6066626265.8,,1986.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,midcap
CONE,CyrusOne Inc,67.87,6726935185.74,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,midcap
DAN,Dana Incorporated,19.9,2876440743.9,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan,midcap
DAR,Darling Ingredients Inc.,20.37,3354030314.67,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar,midcap
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",57.45,2261939324.4,,2014.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,midcap
DCP,DCP Midstream LP,42.49,6089234591.72,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp,midcap
DDR,DDR Corp.,14.55,2686766028.45,,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ddr,midcap
DECK,Deckers Outdoor Corporation,118.04,3549940271.8,,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck,midcap
DK,"Delek US Holdings, Inc.",54.4,4566678828.8,,2017.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk,midcap
DLPH,Delphi Technologies PLC,36.01,3197171544.58,,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph,midcap
DLX,Deluxe Corporation,59.82,2848759226.34,,,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx,midcap
DNR,Denbury Resources Inc.,5.22,2404526820.84,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr,midcap
XRAY,DENTSPLY SIRONA Inc.,38.5,8560277649.0,,1987.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,midcap
DO,"Diamond Offshore Drilling, Inc.",17.35,2384487846.3,,1995.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do,midcap
DRH,Diamondrock Hospitality Company,11.72,2435895851.96,,2005.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh,midcap
DKS,Dick&#39;s Sporting Goods Inc,36.02,3692561736.14,,2002.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks,midcap
DDS,"Dillard&#39;s, Inc.",75.05,2071502031.3,,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds,midcap
DLB,Dolby Laboratories,71.43,7403526567.57,,2005.0,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb,midcap
DM,"Dominion Energy Midstream Partners, LP",16.7,2114347604.7,,2014.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dm,midcap
UFS,Domtar Corporation,51.21,3328706535.84,,,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs,midcap
DCI,"Donaldson Company, Inc.",49.34,6363774470.66,,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci,midcap
DORM,"Dorman Products, Inc.",80.83,2682412821.31,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,midcap
DSL,DoubleLine Income Solutions Fund,20.23,2050307283.43,,2013.0,,,https://www.nasdaq.com/symbol/dsl,midcap
DEI,"Douglas Emmett, Inc.",38.47,6536744152.02,,2006.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei,midcap
RDY,Dr. Reddy&#39;s Laboratories Ltd,34.97,5804986218.98,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy,midcap
DSW,DSW Inc.,27.36,2194365708.0,,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw,midcap
DNP,"Duff & Phelps Utilities Income, Inc.",11.07,3212024783.49,,1987.0,,,https://www.nasdaq.com/symbol/dnp,midcap
DNB,Dun & Bradstreet Corporation (The),142.67,5296773696.17,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb,midcap
DNKN,"Dunkin&#39; Brands Group, Inc.",71.43,5984173752.51,,2011.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,midcap
